date,se,browser,hits,hits_fixed,hits_week_trend,hits_week_seasonal,hits_year_trend,hits_year_seasonal
2015-06-21,search,chrome,39948346.0,39948346.0,44485548.0,40031438.0,50277025.0,46926959.0
2015-06-21,yandex,chrome,12974770.0,12974770.0,14783600.0,13037727.0,17439782.0,16722682.0
2015-06-22,search,chrome,48421851.0,48421851.0,44329558.0,49151369.0,50255377.0,46557003.0
2015-06-22,yandex,chrome,16260152.0,16260152.0,14728003.0,16638052.0,17427540.0,16526024.0
2015-06-23,search,chrome,46975896.0,46975896.0,44173568.0,48338422.0,50233729.0,46168924.0
2015-06-23,yandex,chrome,15805243.0,15805243.0,14672406.0,16283617.0,17415299.0,16301841.0
2015-06-24,search,chrome,46093229.0,46093229.0,44022286.0,46402330.0,50212080.0,45775513.0
2015-06-24,yandex,chrome,15449176.0,15449176.0,14622812.0,15628402.0,17403057.0,16076418.0
2015-06-25,search,chrome,46629071.0,46629071.0,43871004.0,46044840.0,50190432.0,45438139.0
2015-06-25,yandex,chrome,15667797.0,15667797.0,14573219.0,15411618.0,17390815.0,15881869.0
2015-06-26,search,chrome,44151261.0,44151261.0,43746281.0,43067856.0,50168784.0,45109127.0
2015-06-26,yandex,chrome,14633441.0,14633441.0,14538408.0,14230718.0,17378573.0,15691063.0
2015-06-27,search,chrome,36068865.0,36068865.0,43621558.0,35747519.0,50147136.0,44876141.0
2015-06-27,yandex,chrome,11574110.0,11574110.0,14503597.0,11415626.0,17366332.0,15562179.0
2015-06-28,search,chrome,38992796.0,38992796.0,43469803.0,38891194.0,50125488.0,44640387.0
2015-06-28,yandex,chrome,12719365.0,12719365.0,14456928.0,12659371.0,17354090.0,15431770.0
2015-06-29,search,chrome,47955948.0,47955948.0,43318049.0,47886109.0,50103840.0,44447280.0
2015-06-29,yandex,chrome,16281099.0,16281099.0,14410258.0,16210973.0,17341848.0,15337377.0
2015-06-30,search,chrome,46926262.0,46926262.0,43105003.0,46999476.0,50082192.0,44237832.0
2015-06-30,yandex,chrome,15724739.0,15724739.0,14335877.0,15849690.0,17329607.0,15235546.0
2015-07-01,search,chrome,43960227.0,43960227.0,42891956.0,45001647.0,50060544.0,44038162.0
2015-07-01,yandex,chrome,14774477.0,14774477.0,14261496.0,15130709.0,17317365.0,15141626.0
2015-07-02,search,chrome,44824291.0,44824291.0,42769208.0,44860270.0,50038896.0,43873766.0
2015-07-02,yandex,chrome,14989957.0,14989957.0,14223543.0,15019028.0,17305123.0,15062690.0
2015-07-03,search,chrome,42366710.0,42366710.0,42646460.0,42483125.0,50017247.0,43767938.0
2015-07-03,yandex,chrome,14123615.0,14123615.0,14185590.0,14104404.0,17292882.0,15013235.0
2015-07-04,search,chrome,34806044.0,34806044.0,42653559.0,34844129.0,49995599.0,43710973.0
2015-07-04,yandex,chrome,11065876.0,11065876.0,14192143.0,11154488.0,17280640.0,14982114.0
2015-07-05,search,chrome,37487717.0,37487717.0,42660658.0,38015099.0,49973951.0,43708157.0
2015-07-05,yandex,chrome,12146905.0,12146905.0,14198695.0,12380815.0,17268398.0,14980361.0
2015-07-06,search,chrome,46969645.0,46969645.0,42755636.0,47353865.0,49952303.0,43729641.0
2015-07-06,yandex,chrome,15952074.0,15952074.0,14229225.0,16035331.0,17256157.0,14983804.0
2015-07-07,search,chrome,47282822.0,47282822.0,42850614.0,46853457.0,49930655.0,43780302.0
2015-07-07,yandex,chrome,16121434.0,16121434.0,14259754.0,15805920.0,17243915.0,15001407.0
2015-07-08,search,chrome,45437238.0,45437238.0,42982348.0,45213554.0,49909007.0,43837547.0
2015-07-08,yandex,chrome,15289612.0,15289612.0,14296481.0,15189084.0,17231673.0,15017425.0
2015-07-09,search,chrome,44629120.0,44629120.0,43114081.0,44947060.0,49887359.0,43855290.0
2015-07-09,yandex,chrome,14865836.0,14865836.0,14333209.0,15023804.0,17219432.0,15015050.0
2015-07-10,search,chrome,42810009.0,42810009.0,43199816.0,42907849.0,49865711.0,43854768.0
2015-07-10,yandex,chrome,14126246.0,14126246.0,14344414.0,14218316.0,17207190.0,15001923.0
2015-07-11,search,chrome,35523689.0,35523689.0,43285551.0,35400690.0,49844063.0,43785848.0
2015-07-11,yandex,chrome,11392622.0,11392622.0,14355620.0,11321984.0,17194948.0,14956861.0
2015-07-12,search,chrome,39228538.0,39228538.0,43265906.0,38462035.0,49822414.0,43677564.0
2015-07-12,yandex,chrome,12800066.0,12800066.0,14333490.0,12452645.0,17182706.0,14897947.0
2015-07-13,search,chrome,48460055.0,48460055.0,43246261.0,47881422.0,49800766.0,43550425.0
2015-07-13,yandex,chrome,16259916.0,16259916.0,14311360.0,16128040.0,17170465.0,14830369.0
2015-07-14,search,chrome,47165532.0,47165532.0,43160924.0,47373294.0,49779118.0,43403148.0
2015-07-14,yandex,chrome,15729624.0,15729624.0,14277628.0,15901893.0,17158223.0,14759814.0
2015-07-15,search,chrome,46007012.0,46007012.0,43075587.0,45637428.0,49757470.0,43279443.0
2015-07-15,yandex,chrome,15336791.0,15336791.0,14243897.0,15242531.0,17145981.0,14700363.0
2015-07-16,search,chrome,44418868.0,44418868.0,42941708.0,44690087.0,49735821.0,43146029.0
2015-07-16,yandex,chrome,14775445.0,14775445.0,14196422.0,14859422.0,17135951.0,14640863.0
2015-07-17,search,chrome,42205085.0,42205085.0,42807829.0,42468391.0,49714173.0,43071306.0
2015-07-17,yandex,chrome,13940513.0,13940513.0,14148947.0,14003379.0,17125921.0,14607910.0
2015-07-18,search,chrome,34598184.0,34598184.0,42710038.0,34701812.0,49692524.0,43012783.0
2015-07-18,yandex,chrome,11089427.0,11089427.0,14113215.0,11072309.0,17115891.0,14581145.0
2015-07-19,search,chrome,37353528.0,37353528.0,42612246.0,37666020.0,49670875.0,42991793.0
2015-07-19,yandex,chrome,12008053.0,12008053.0,14077483.0,12143260.0,17105861.0,14570370.0
2015-07-20,search,chrome,47020187.0,47020187.0,42579442.0,47128652.0,49649226.0,42996010.0
2015-07-20,yandex,chrome,15835694.0,15835694.0,14049611.0,15810684.0,17095831.0,14564531.0
2015-07-21,search,chrome,46824864.0,46824864.0,42546638.0,46893181.0,49627578.0,42972537.0
2015-07-21,yandex,chrome,15692624.0,15692624.0,14021740.0,15653053.0,17085800.0,14548274.0
2015-07-22,search,chrome,45292941.0,45292941.0,42559141.0,45364197.0,49605929.0,42963024.0
2015-07-22,yandex,chrome,15083620.0,15083620.0,13999686.0,15049896.0,17075770.0,14534118.0
2015-07-23,search,chrome,44517468.0,44517468.0,42571645.0,44366748.0,49584280.0,42932946.0
2015-07-23,yandex,chrome,14757459.0,14757459.0,13977632.0,14709017.0,17065740.0,14511448.0
2015-07-24,search,chrome,42460944.0,42460944.0,42609734.0,42260885.0,49562632.0,42905412.0
2015-07-24,yandex,chrome,13878253.0,13878253.0,13961690.0,13861022.0,17055710.0,14488567.0
2015-07-25,search,chrome,34403318.0,34403318.0,42647824.0,34624987.0,49540983.0,42856542.0
2015-07-25,yandex,chrome,10787035.0,10787035.0,13945747.0,10915478.0,17045680.0,14456167.0
2015-07-26,search,chrome,37357227.0,37357227.0,42687573.0,37546411.0,49519334.0,42807448.0
2015-07-26,yandex,chrome,11820498.0,11820498.0,13933033.0,11909859.0,17035650.0,14424668.0
2015-07-27,search,chrome,47222719.0,47222719.0,42727321.0,47082290.0,49497685.0,42744363.0
2015-07-27,yandex,chrome,15628303.0,15628303.0,13920318.0,15590613.0,17025620.0,14385352.0
2015-07-28,search,chrome,47176474.0,47176474.0,42719078.0,47222997.0,49476037.0,42665966.0
2015-07-28,yandex,chrome,15553825.0,15553825.0,13912842.0,15552115.0,17015589.0,14347963.0
2015-07-29,search,chrome,45567488.0,45567488.0,42710834.0,45544365.0,49454388.0,42599351.0
2015-07-29,yandex,chrome,14933602.0,14933602.0,13905365.0,14932537.0,17005559.0,14313730.0
2015-07-30,search,chrome,45021753.0,45021753.0,42646546.0,44507786.0,49432739.0,42515511.0
2015-07-30,yandex,chrome,14746989.0,14746989.0,13890395.0,14712249.0,16995529.0,14277692.0
2015-07-31,search,chrome,42677716.0,42677716.0,42582257.0,42278370.0,49411090.0,42431050.0
2015-07-31,yandex,chrome,13878929.0,13878929.0,13875424.0,13854411.0,16985499.0,14243082.0
2015-08-01,search,chrome,34643786.0,34643786.0,42400196.0,34455443.0,49389442.0,42310161.0
2015-08-01,yandex,chrome,10973432.0,10973432.0,13840619.0,10813129.0,16975469.0,14203032.0
2015-08-02,search,chrome,37226328.0,37226328.0,42218135.0,36962730.0,49367793.0,42198248.0
2015-08-02,yandex,chrome,11851664.0,11851664.0,13805814.0,11727515.0,16965439.0,14170571.0
2015-08-03,search,chrome,45768600.0,45768600.0,41933771.0,46178799.0,49346144.0,42051934.0
2015-08-03,yandex,chrome,15180360.0,15180360.0,13745154.0,15363696.0,16955409.0,14129097.0
2015-08-04,search,chrome,46908015.0,46908015.0,41649407.0,46089087.0,49324496.0,41929568.0
2015-08-04,yandex,chrome,15458505.0,15458505.0,13684493.0,15294738.0,16945378.0,14099236.0
2015-08-05,search,chrome,44498124.0,44498124.0,41396550.0,44165351.0,49302847.0,41816580.0
2015-08-05,yandex,chrome,14614458.0,14614458.0,13611542.0,14611976.0,16935348.0,14064690.0
2015-08-06,search,chrome,42281114.0,42281114.0,41143694.0,43071296.0,49281198.0,41724359.0
2015-08-06,yandex,chrome,14433273.0,14433273.0,13538591.0,14389592.0,16925318.0,14040724.0
2015-08-07,search,chrome,39755776.0,39755776.0,40997843.0,40821361.0,49259549.0,41666350.0
2015-08-07,yandex,chrome,13483157.0,13483157.0,13486153.0,13511884.0,16915288.0,14023117.0
2015-08-08,search,chrome,32836996.0,32836996.0,40851992.0,33011084.0,49237901.0,41625089.0
2015-08-08,yandex,chrome,10277478.0,10277478.0,13433716.0,10423468.0,16905258.0,14011953.0
2015-08-09,search,chrome,35153999.0,35153999.0,40884901.0,35694116.0,49216252.0,41641042.0
2015-08-09,yandex,chrome,11106441.0,11106441.0,13425033.0,11375241.0,16895228.0,14014592.0
2015-08-10,search,chrome,45145683.0,45145683.0,40917809.0,45110358.0,49194603.0,41660887.0
2015-08-10,yandex,chrome,14993147.0,14993147.0,13416351.0,15030093.0,16885197.0,14016347.0
2015-08-11,search,chrome,44881618.0,44881618.0,41112980.0,45333223.0,49172954.0,41732019.0
2015-08-11,yandex,chrome,14832879.0,14832879.0,13458173.0,15000530.0,16875167.0,14033829.0
2015-08-12,search,chrome,43494097.0,43494097.0,41308150.0,44050900.0,49151306.0,41804434.0
2015-08-12,yandex,chrome,14345204.0,14345204.0,13499995.0,14508961.0,16865137.0,14049632.0
2015-08-13,search,chrome,43823126.0,43823126.0,41516310.0,43444482.0,49129657.0,41881359.0
2015-08-13,yandex,chrome,14415133.0,14415133.0,13571925.0,14412210.0,16855107.0,14074722.0
2015-08-14,search,chrome,42435121.0,42435121.0,41724469.0,41669448.0,49108008.0,41963914.0
2015-08-14,yandex,chrome,13795252.0,13795252.0,13643854.0,13694695.0,16845077.0,14099851.0
2015-08-15,search,chrome,34313307.0,34313307.0,41867174.0,34181123.0,49086360.0,42030316.0
2015-08-15,yandex,chrome,10797348.0,10797348.0,13698509.0,10711924.0,16835047.0,14120852.0
2015-08-16,search,chrome,37212686.0,37212686.0,42009879.0,37027505.0,49064711.0,42072502.0
2015-08-16,yandex,chrome,11925073.0,11925073.0,13753164.0,11768536.0,16825017.0,14133083.0
2015-08-17,search,chrome,46450784.0,46450784.0,42026134.0,46077174.0,49043062.0,42078318.0
2015-08-17,yandex,chrome,15522900.0,15522900.0,13763432.0,15366282.0,16814986.0,14132819.0
2015-08-18,search,chrome,45773171.0,45773171.0,42042389.0,45681392.0,49021413.0,42063695.0
2015-08-18,yandex,chrome,15283929.0,15283929.0,13773699.0,15138576.0,16804956.0,14127506.0
2015-08-19,search,chrome,44952497.0,44952497.0,42019523.0,44626933.0,48999765.0,42044121.0
2015-08-19,yandex,chrome,14913606.0,14913606.0,13767587.0,14783644.0,16794926.0,14120585.0
2015-08-20,search,chrome,43875074.0,43875074.0,41996657.0,44011188.0,48978116.0,42000082.0
2015-08-20,yandex,chrome,14478294.0,14478294.0,13761475.0,14584678.0,16784896.0,14105634.0
2015-08-21,search,chrome,41761329.0,41761329.0,42053259.0,42234904.0,48956467.0,41986338.0
2015-08-21,yandex,chrome,13646695.0,13646695.0,13776222.0,13847148.0,16774866.0,14100435.0
2015-08-22,search,chrome,34037767.0,34037767.0,42109861.0,34703341.0,48934819.0,41991708.0
2015-08-22,yandex,chrome,10619968.0,10619968.0,13790969.0,10891671.0,16764836.0,14102601.0
2015-08-23,search,chrome,37041028.0,37041028.0,42243301.0,37869972.0,48913170.0,42017853.0
2015-08-23,yandex,chrome,11732416.0,11732416.0,13842968.0,12061351.0,16754805.0,14115807.0
2015-08-24,search,chrome,46286158.0,46286158.0,42376742.0,46185016.0,48891521.0,42114473.0
2015-08-24,yandex,chrome,15517081.0,15517081.0,13894967.0,15441723.0,16744775.0,14156827.0
2015-08-25,search,chrome,46186121.0,46186121.0,42543991.0,45565856.0,48869872.0,42218438.0
2015-08-25,yandex,chrome,15293755.0,15293755.0,13975535.0,15148377.0,16734745.0,14205669.0
2015-08-26,search,chrome,45244208.0,45244208.0,42711241.0,45182139.0,48848224.0,42364048.0
2015-08-26,yandex,chrome,15068847.0,15068847.0,14056104.0,15076520.0,16724715.0,14272901.0
2015-08-27,search,chrome,44981300.0,44981300.0,42789468.0,44736652.0,48826575.0,42472007.0
2015-08-27,yandex,chrome,14973157.0,14973157.0,14110966.0,14904712.0,16714685.0,14328149.0
2015-08-28,search,chrome,43696023.0,43696023.0,42867696.0,42968897.0,48804926.0,42589857.0
2015-08-28,yandex,chrome,14426741.0,14426741.0,14165828.0,14184659.0,16704655.0,14389988.0
2015-08-29,search,chrome,36294304.0,36294304.0,42915236.0,35718130.0,48783277.0,42694825.0
2015-08-29,yandex,chrome,11601850.0,11601850.0,14207579.0,11369000.0,16694625.0,14445829.0
2015-08-30,search,chrome,39485931.0,39485931.0,42962776.0,39338952.0,48761629.0,42825606.0
2015-08-30,yandex,chrome,12801401.0,12801401.0,14249329.0,12690602.0,16684594.0,14509427.0
2015-08-31,search,chrome,45775751.0,45775751.0,43092203.0,46817420.0,48739980.0,42987830.0
2015-08-31,yandex,chrome,15494682.0,15494682.0,14309598.0,15828540.0,16674564.0,14580591.0
2015-09-01,search,chrome,44275789.0,44275789.0,43221630.0,46012081.0,48718331.0,43144192.0
2015-09-01,yandex,chrome,14867803.0,14867803.0,14369868.0,15451315.0,16664534.0,14639552.0
2015-09-02,search,chrome,45607960.0,45607960.0,43458327.0,45759439.0,48696683.0,43341246.0
2015-09-02,yandex,chrome,15438078.0,15438078.0,14450901.0,15437563.0,16654504.0,14707197.0
2015-09-03,search,chrome,45523332.0,45523332.0,43695024.0,45453947.0,48675034.0,43589106.0
2015-09-03,yandex,chrome,15341271.0,15341271.0,14531935.0,15300691.0,16644474.0,14782233.0
2015-09-04,search,chrome,43746704.0,43746704.0,44016491.0,43829686.0,48653385.0,43872363.0
2015-09-04,yandex,chrome,14578981.0,14578981.0,14633313.0,14572845.0,16634444.0,14866015.0
2015-09-05,search,chrome,37598564.0,37598564.0,44337958.0,37195448.0,48631736.0,44194541.0
2015-09-05,yandex,chrome,12053290.0,12053290.0,14734691.0,11901017.0,16624414.0,14960026.0
2015-09-06,search,chrome,42527657.0,42527657.0,44589902.0,41560745.0,48610088.0,44496555.0
2015-09-06,yandex,chrome,13706053.0,13706053.0,14805100.0,13421524.0,16614383.0,15044327.0
2015-09-07,search,chrome,49042214.0,49042214.0,44841845.0,48762716.0,48588439.0,44743790.0
2015-09-07,yandex,chrome,16505333.0,16505333.0,14875510.0,16433242.0,16604353.0,15110516.0
2015-09-08,search,chrome,48484833.0,48484833.0,44924729.0,47637459.0,48566790.0,44931648.0
2015-09-08,yandex,chrome,16264192.0,16264192.0,14882878.0,15933876.0,16594323.0,15154113.0
2015-09-09,search,chrome,47128813.0,47128813.0,45007612.0,47167915.0,48545141.0,45055145.0
2015-09-09,yandex,chrome,15853485.0,15853485.0,14890247.0,15837787.0,16584293.0,15184152.0
2015-09-10,search,chrome,46301682.0,46301682.0,44960924.0,46547873.0,48523493.0,45132415.0
2015-09-10,yandex,chrome,15561696.0,15561696.0,14853635.0,15600711.0,16574263.0,15198375.0
2015-09-11,search,chrome,44310034.0,44310034.0,44914236.0,44340755.0,48501844.0,45157813.0
2015-09-11,yandex,chrome,14597643.0,14597643.0,14817023.0,14642065.0,16564233.0,15200681.0
2015-09-12,search,chrome,37472877.0,37472877.0,44832642.0,37459462.0,48480195.0,45164317.0
2015-09-12,yandex,chrome,11808073.0,11808073.0,14769326.0,11835407.0,16554202.0,15197216.0
2015-09-13,search,chrome,41994480.0,41994480.0,44751048.0,41982727.0,48458547.0,45152837.0
2015-09-13,yandex,chrome,13390700.0,13390700.0,14721629.0,13414369.0,16544172.0,15190410.0
2015-09-14,search,chrome,49102200.0,49102200.0,44703719.0,49081941.0,48436898.0,45150931.0
2015-09-14,yandex,chrome,16427789.0,16427789.0,14695599.0,16378811.0,16534142.0,15190517.0
2015-09-15,search,chrome,47406065.0,47406065.0,44656389.0,47743843.0,48415249.0,45202085.0
2015-09-15,yandex,chrome,15668104.0,15668104.0,14669568.0,15870984.0,16524112.0,15211897.0
2015-09-16,search,chrome,46733587.0,46733587.0,44678028.0,46809570.0,48393600.0,45275954.0
2015-09-16,yandex,chrome,15547720.0,15547720.0,14676960.0,15610005.0,16514082.0,15244653.0
2015-09-17,search,chrome,46199967.0,46199967.0,44699667.0,46032390.0,48371952.0,45369558.0
2015-09-17,yandex,chrome,15359850.0,15359850.0,14684351.0,15368898.0,16504052.0,15283601.0
2015-09-18,search,chrome,43524475.0,43524475.0,44795251.0,43958011.0,48350303.0,45487795.0
2015-09-18,yandex,chrome,14355671.0,14355671.0,14726263.0,14467239.0,16494022.0,15334012.0
2015-09-19,search,chrome,36831180.0,36831180.0,44890836.0,37271823.0,48328654.0,45598970.0
2015-09-19,yandex,chrome,11623598.0,11623598.0,14768175.0,11725353.0,16483991.0,15381716.0
2015-09-20,search,chrome,41899044.0,41899044.0,45031816.0,42195919.0,48307006.0,45725131.0
2015-09-20,yandex,chrome,13417514.0,13417514.0,14832709.0,13499188.0,16473961.0,15436625.0
2015-09-21,search,chrome,50257253.0,50257253.0,45172797.0,49809865.0,48285357.0,45837237.0
2015-09-21,yandex,chrome,16701458.0,16701458.0,14897243.0,16662951.0,16463931.0,15486571.0
2015-09-22,search,chrome,48818833.0,48818833.0,45336286.0,48720169.0,48263708.0,45954826.0
2015-09-22,yandex,chrome,16351004.0,16351004.0,14967573.0,16290010.0,16453901.0,15537411.0
2015-09-23,search,chrome,47679976.0,47679976.0,45499776.0,47692826.0,48242059.0,46048171.0
2015-09-23,yandex,chrome,15966625.0,15966625.0,15037903.0,15982454.0,16443871.0,15577679.0
2015-09-24,search,chrome,46979466.0,46979466.0,45667113.0,46792046.0,48222665.0,46142615.0
2015-09-24,yandex,chrome,15887185.0,15887185.0,15114440.0,15721040.0,16436781.0,15620962.0
2015-09-25,search,chrome,45034369.0,45034369.0,45834449.0,44961596.0,48203271.0,46220704.0
2015-09-25,yandex,chrome,14919898.0,14919898.0,15190976.0,14921417.0,16429692.0,15660282.0
2015-09-26,search,chrome,38028951.0,38028951.0,45923471.0,38316043.0,48183877.0,46273391.0
2015-09-26,yandex,chrome,11983735.0,11983735.0,15241313.0,12207808.0,16422603.0,15691094.0
2015-09-27,search,chrome,43213144.0,43213144.0,46012493.0,43096675.0,48164483.0,46294573.0
2015-09-27,yandex,chrome,13975479.0,13975479.0,15291650.0,13937439.0,16415513.0,15707691.0
2015-09-28,search,chrome,50903172.0,50903172.0,46065236.0,50633497.0,48145089.0,46304000.0
2015-09-28,yandex,chrome,17233664.0,17233664.0,15328793.0,17054151.0,16408424.0,15719953.0
2015-09-29,search,chrome,50132732.0,50132732.0,46117978.0,49548255.0,48125695.0,46302274.0
2015-09-29,yandex,chrome,16949360.0,16949360.0,15365936.0,16722895.0,16401334.0,15724351.0
2015-09-30,search,chrome,48475627.0,48475627.0,46138023.0,48441630.0,48106301.0,46647864.0
2015-09-30,yandex,chrome,16391167.0,16391167.0,15394098.0,16380014.0,16394245.0,15863951.0
2015-10-01,search,chrome,46600817.0,46600817.0,46158067.0,47157860.0,48086907.0,46651948.0
2015-10-01,yandex,chrome,15706805.0,15706805.0,15422260.0,15981839.0,16387156.0,15873458.0
2015-10-02,search,chrome,45333825.0,45333825.0,46162639.0,45330272.0,48067513.0,46650479.0
2015-10-02,yandex,chrome,15198087.0,15198087.0,15441690.0,15175073.0,16380066.0,15879832.0
2015-10-03,search,chrome,38987936.0,38987936.0,46167212.0,38673175.0,48048119.0,46671261.0
2015-10-03,yandex,chrome,12653815.0,12653815.0,15461121.0,12468065.0,16372977.0,15895051.0
2015-10-04,search,chrome,43207638.0,43207638.0,46246378.0,43393101.0,48028725.0,46718818.0
2015-10-04,yandex,chrome,14082529.0,14082529.0,15504301.0,14186071.0,16365887.0,15918795.0
2015-10-05,search,chrome,50225973.0,50225973.0,46325544.0,50649548.0,48009331.0,46781704.0
2015-10-05,yandex,chrome,17030767.0,17030767.0,15547482.0,17200335.0,16358798.0,15956827.0
2015-10-06,search,chrome,49407964.0,49407964.0,46484166.0,49933342.0,47989936.0,46873110.0
2015-10-06,yandex,chrome,16819677.0,16819677.0,15612828.0,16969310.0,16351708.0,16002815.0
2015-10-07,search,chrome,48874281.0,48874281.0,46642788.0,49059181.0,47970542.0,46951530.0
2015-10-07,yandex,chrome,16650459.0,16650459.0,15678173.0,16698377.0,16344619.0,16053695.0
2015-10-08,search,chrome,47883320.0,47883320.0,46831564.0,47835625.0,47951148.0,47040773.0
2015-10-08,yandex,chrome,16356974.0,16356974.0,15746621.0,16278841.0,16337530.0,16105689.0
2015-10-09,search,chrome,46425573.0,46425573.0,47020341.0,46155388.0,47931754.0,47101599.0
2015-10-09,yandex,chrome,15616309.0,15616309.0,15815069.0,15535319.0,16330440.0,16147532.0
2015-10-10,search,chrome,40071296.0,40071296.0,47222510.0,39776881.0,47912360.0,47167232.0
2015-10-10,yandex,chrome,13047666.0,13047666.0,15884537.0,12928884.0,16323351.0,16189741.0
2015-10-11,search,chrome,44692306.0,44692306.0,47424680.0,44667579.0,47892966.0,47245347.0
2015-10-11,yandex,chrome,14720877.0,14720877.0,15954005.0,14698190.0,16316261.0,16233385.0
2015-10-12,search,chrome,51732019.0,51732019.0,47575121.0,51656127.0,47873572.0,47304894.0
2015-10-12,yandex,chrome,17548896.0,17548896.0,15995712.0,17576523.0,16309172.0,16267064.0
2015-10-13,search,chrome,51132014.0,51132014.0,47725563.0,51120676.0,47854178.0,47413675.0
2015-10-13,yandex,chrome,17360670.0,17360670.0,16037418.0,17352441.0,16302083.0,16310589.0
2015-10-14,search,chrome,50638703.0,50638703.0,47867028.0,50356604.0,47834784.0,47519234.0
2015-10-14,yandex,chrome,17276490.0,17276490.0,16075528.0,17093857.0,16294993.0,16352823.0
2015-10-15,search,chrome,48999946.0,48999946.0,48008494.0,49225646.0,47815390.0,47679877.0
2015-10-15,yandex,chrome,16629268.0,16629268.0,16113637.0,16686935.0,16287904.0,16407684.0
2015-10-16,search,chrome,46941824.0,46941824.0,48194095.0,47288292.0,47795996.0,47856363.0
2015-10-16,yandex,chrome,15740325.0,15740325.0,16163630.0,15874802.0,16280814.0,16466811.0
2015-10-17,search,chrome,40555452.0,40555452.0,48379697.0,40993969.0,47776602.0,48049385.0
2015-10-17,yandex,chrome,13092945.0,13092945.0,16213623.0,13320390.0,16273725.0,16527766.0
2015-10-18,search,chrome,45981859.0,45981859.0,48593839.0,45797937.0,47757208.0,48252651.0
2015-10-18,yandex,chrome,15110343.0,15110343.0,16272172.0,15049246.0,16266636.0,16591792.0
2015-10-19,search,chrome,52590473.0,52590473.0,48807981.0,52807542.0,47737814.0,48435552.0
2015-10-19,yandex,chrome,17922721.0,17922721.0,16330720.0,17879831.0,16259546.0,16643402.0
2015-10-20,search,chrome,52530876.0,52530876.0,49038877.0,52316490.0,47718419.0,48624468.0
2015-10-20,yandex,chrome,17666633.0,17666633.0,16401527.0,17648430.0,16252457.0,16699413.0
2015-10-21,search,chrome,51669473.0,51669473.0,49269773.0,51551497.0,47699025.0,48786409.0
2015-10-21,yandex,chrome,17326769.0,17326769.0,16472334.0,17352844.0,16245367.0,16747662.0
2015-10-22,search,chrome,51465300.0,51465300.0,49487350.0,51024606.0,47679631.0,48943570.0
2015-10-22,yandex,chrome,17308949.0,17308949.0,16548252.0,17211361.0,16238278.0,16797746.0
2015-10-23,search,chrome,48879521.0,48879521.0,49704928.0,48863247.0,47660237.0,49079969.0
2015-10-23,yandex,chrome,16402964.0,16402964.0,16624170.0,16363615.0,16231189.0,16843324.0
2015-10-24,search,chrome,42255100.0,42255100.0,49792576.0,42638352.0,47640843.0,49169731.0
2015-10-24,yandex,chrome,13747397.0,13747397.0,16664263.0,13909599.0,16224099.0,16876042.0
2015-10-25,search,chrome,47502430.0,47502430.0,49880224.0,47046930.0,47621449.0,49205025.0
2015-10-25,yandex,chrome,15676099.0,15676099.0,16704356.0,15518363.0,16217010.0,16887907.0
2015-10-26,search,chrome,54223067.0,54223067.0,49793326.0,53753112.0,47602055.0,49177665.0
2015-10-26,yandex,chrome,18305084.0,18305084.0,16687576.0,18262959.0,16209920.0,16879356.0
2015-10-27,search,chrome,53539123.0,53539123.0,49706428.0,52789216.0,47582661.0,49078021.0
2015-10-27,yandex,chrome,18169694.0,18169694.0,16670796.0,17849974.0,16202831.0,16840720.0
2015-10-28,search,chrome,52350453.0,52350453.0,49473139.0,51133960.0,47563267.0,48925831.0
2015-10-28,yandex,chrome,17723117.0,17723117.0,16593616.0,17140910.0,16195742.0,16780403.0
2015-10-29,search,chrome,50523178.0,50523178.0,49239850.0,51045457.0,47543873.0,48684010.0
2015-10-29,yandex,chrome,17046625.0,17046625.0,16516436.0,17238875.0,16188652.0,16673911.0
2015-10-30,search,chrome,48141337.0,48141337.0,48947330.0,48268094.0,47524479.0,48420918.0
2015-10-30,yandex,chrome,16134386.0,16134386.0,16407593.0,16201337.0,16181563.0,16556057.0
2015-10-31,search,chrome,42315380.0,42315380.0,48654810.0,41840292.0,47505085.0,48176872.0
2015-10-31,yandex,chrome,13972350.0,13972350.0,16298750.0,13705501.0,16174473.0,16445371.0
2015-11-01,search,chrome,44468560.0,44468560.0,48542238.0,45905076.0,47485691.0,47997419.0
2015-11-01,yandex,chrome,14680975.0,14680975.0,16256455.0,15176261.0,16167384.0,16358572.0
2015-11-02,search,chrome,51921360.0,51921360.0,48429665.0,52363121.0,47466297.0,47970689.0
2015-11-02,yandex,chrome,17633848.0,17633848.0,16214160.0,17808778.0,16160295.0,16345835.0
2015-11-03,search,chrome,50113248.0,50113248.0,48546643.0,51480997.0,47446903.0,48026356.0
2015-11-03,yandex,chrome,16782980.0,16782980.0,16257907.0,17429603.0,16153205.0,16363983.0
2015-11-04,search,chrome,48178513.0,48178513.0,48663622.0,49896515.0,47427508.0,48242108.0
2015-11-04,yandex,chrome,15847994.0,15847994.0,16301653.0,16645446.0,16146116.0,16460436.0
2015-11-05,search,chrome,51986767.0,51986767.0,48902293.0,50619833.0,47408114.0,48501540.0
2015-11-05,yandex,chrome,17676341.0,17676341.0,16379803.0,17038889.0,16139026.0,16569238.0
2015-11-06,search,chrome,49201841.0,49201841.0,49140965.0,48515035.0,47388720.0,48862764.0
2015-11-06,yandex,chrome,16605979.0,16605979.0,16457952.0,16253873.0,16131937.0,16729584.0
