,date,se,browser,hits,hits_fixed,hits_week_trend,hits_week_seasonal,hits_year_trend,hits_year_seasonal
2692,2017-09-12,search,chrome,30101455.0,27126970.0,27000842.642261364,-58869.8446277352,,
2693,2017-09-12,yandex,chrome,11325657.0,10269589.0,,,,
2694,2017-09-13,search,chrome,29883715.0,20442251.0,27072104.58148419,-6609190.496813258,,
2695,2017-09-13,yandex,chrome,11241589.0,7378477.0,,,,
2696,2017-09-14,search,chrome,29150818.0,22604579.0,27143366.520707022,-4552137.59968412,,
2697,2017-09-14,yandex,chrome,11029692.0,8204400.0,,,,
2698,2017-09-15,search,chrome,27143940.0,31046692.0,27144861.316083916,3490101.396752495,,
2699,2017-09-15,yandex,chrome,10256269.0,11778046.0,,,,
2700,2017-09-16,search,chrome,19852916.0,30101455.0,27146356.111460812,3111714.6413287795,,
2701,2017-09-16,yandex,chrome,7149825.0,11325657.0,,,,
2702,2017-09-17,search,chrome,22709037.0,29883715.0,27135635.999823563,2557036.336195834,,
2703,2017-09-17,yandex,chrome,8187176.0,11241589.0,,,,
2704,2017-09-18,search,chrome,30646251.0,29150818.0,27124915.88818631,2117817.7356210444,,
2705,2017-09-18,yandex,chrome,11620965.0,11029692.0,,,,
2706,2017-09-19,search,chrome,30376909.0,27143940.0,27120592.86658156,-71290.81916901526,,
2707,2017-09-19,yandex,chrome,11491595.0,10256269.0,,,,
2708,2017-09-20,search,chrome,29679459.0,19852916.0,27116269.844976813,-6665775.995301555,,
2709,2017-09-20,yandex,chrome,11206210.0,7149825.0,,,,
2710,2017-09-21,search,chrome,29525398.0,22709037.0,27121299.592959113,-4525744.456689827,,
2711,2017-09-21,yandex,chrome,11156588.0,8187176.0,,,,
2712,2017-09-22,search,chrome,27118084.0,30646251.0,27126329.34094141,3462345.963055788,,
2713,2017-09-22,yandex,chrome,10189833.0,11620965.0,,,,
2714,2017-09-23,search,chrome,20329760.0,30376909.0,27135882.994973764,3103126.666873455,,
2715,2017-09-23,yandex,chrome,7303485.0,11491595.0,,,,
2716,2017-09-24,search,chrome,22698037.0,29679459.0,27145436.64900612,2587218.5953814564,,
2717,2017-09-24,yandex,chrome,8234289.0,11206210.0,,,,
2718,2017-09-25,search,chrome,30282735.0,29525398.0,27139711.217897326,2132283.0126155573,,
2719,2017-09-25,yandex,chrome,11473699.0,11156588.0,,,,
2720,2017-09-26,search,chrome,30131049.0,27118084.0,27133985.78678853,-71555.58156977656,,
2721,2017-09-26,yandex,chrome,11351439.0,10189833.0,,,,
2722,2017-09-27,search,chrome,29807232.0,20329760.0,27120166.484441873,-6702884.00221842,,
2723,2017-09-27,yandex,chrome,11137873.0,7303485.0,,,,
2724,2017-09-28,search,chrome,29163057.0,22698037.0,27106347.182095215,-4510820.920907956,,
2725,2017-09-28,yandex,chrome,10982236.0,8234289.0,,,,
2726,2014-01-01,search,firefox,16417487.0,30282735.0,27088779.82430974,3454561.103118981,,
2727,2014-01-01,yandex,firefox,9465631.0,11473699.0,,,,
2728,2014-01-02,search,firefox,19205878.0,30131049.0,27071212.466524266,3100293.683761493,,
2729,2014-01-02,yandex,firefox,11032297.0,11351439.0,,,,
2730,2014-01-03,search,firefox,20096989.0,29807232.0,27052018.910230245,2602005.9005886563,,
2731,2014-01-03,yandex,firefox,11604752.0,11137873.0,,,,
2732,2014-01-04,search,firefox,20109609.0,29163057.0,27032825.353936225,2143154.5954557406,,
2733,2014-01-04,yandex,firefox,11697029.0,10982236.0,,,,
2734,2014-01-05,search,firefox,20588502.0,16417487.0,,,,
2735,2014-01-05,yandex,firefox,11964069.0,9465631.0,,,,
2736,2014-01-06,search,firefox,20629540.0,19205878.0,,,,
2737,2014-01-06,yandex,firefox,12054014.0,11032297.0,,,,
2738,2014-01-07,search,firefox,21043849.0,20096989.0,,,,
2739,2014-01-07,yandex,firefox,12393003.0,11604752.0,,,,
2740,2014-01-08,search,firefox,22651008.0,20109609.0,,,,
2741,2014-01-08,yandex,firefox,13256647.0,11697029.0,,,,
2742,2014-01-09,search,firefox,25176715.0,20588502.0,,,,
2743,2014-01-09,yandex,firefox,15083845.0,11964069.0,,,,
2744,2014-01-10,search,firefox,25035736.0,20629540.0,,,,
2745,2014-01-10,yandex,firefox,15093274.0,12054014.0,,,,
2746,2014-01-11,search,firefox,21169005.0,21043849.0,,,,
2747,2014-01-11,yandex,firefox,12433544.0,12393003.0,,,,
2748,2014-01-12,search,firefox,21970074.0,22651008.0,,,,
2749,2014-01-12,yandex,firefox,12946863.0,13256647.0,,,,
2750,2014-01-13,search,firefox,25114199.0,25176715.0,,,,
2751,2014-01-13,yandex,firefox,15069930.0,15083845.0,,,,
2752,2014-01-14,search,firefox,25142722.0,25035736.0,,,,
2753,2014-01-14,yandex,firefox,15109165.0,15093274.0,,,,
2754,2014-01-15,search,firefox,24619466.0,21169005.0,,,,
2755,2014-01-15,yandex,firefox,14751674.0,12433544.0,,,,
2756,2014-01-16,search,firefox,24560046.0,21970074.0,,,,
2757,2014-01-16,yandex,firefox,14666253.0,12946863.0,,,,
2758,2014-01-17,search,firefox,24084577.0,25114199.0,,,,
2759,2014-01-17,yandex,firefox,14404178.0,15069930.0,,,,
2760,2014-01-18,search,firefox,20746086.0,25142722.0,,,,
2761,2014-01-18,yandex,firefox,12167529.0,15109165.0,,,,
2762,2014-01-19,search,firefox,22208215.0,24619466.0,,,,
2763,2014-01-19,yandex,firefox,13062812.0,14751674.0,,,,
2764,2014-01-20,search,firefox,26802860.0,24560046.0,,,,
2765,2014-01-20,yandex,firefox,16203133.0,14666253.0,,,,
2766,2014-01-21,search,firefox,26118376.0,24084577.0,,,,
2767,2014-01-21,yandex,firefox,15688081.0,14404178.0,,,,
2768,2014-01-22,search,firefox,25521687.0,20746086.0,,,,
2769,2014-01-22,yandex,firefox,15363070.0,12167529.0,,,,
2770,2014-01-23,search,firefox,25474921.0,22208215.0,,,,
2771,2014-01-23,yandex,firefox,15289564.0,13062812.0,,,,
2772,2014-01-24,search,firefox,24708768.0,26802860.0,,,,
2773,2014-01-24,yandex,firefox,14783519.0,16203133.0,,,,
2774,2014-01-25,search,firefox,21428529.0,26118376.0,,,,
2775,2014-01-25,yandex,firefox,12550363.0,15688081.0,,,,
2776,2014-01-26,search,firefox,22701809.0,25521687.0,,,,
2777,2014-01-26,yandex,firefox,13369324.0,15363070.0,,,,
2778,2014-01-27,search,firefox,26974342.0,25474921.0,,,,
2779,2014-01-27,yandex,firefox,16276393.0,15289564.0,,,,
2780,2014-01-28,search,firefox,26205255.0,24708768.0,,,,
2781,2014-01-28,yandex,firefox,15808394.0,14783519.0,,,,
2782,2014-01-29,search,firefox,26594132.0,21428529.0,,,,
2783,2014-01-29,yandex,firefox,16114695.0,12550363.0,,,,
2784,2014-01-30,search,firefox,26204810.0,22701809.0,,,,
2785,2014-01-30,yandex,firefox,15870078.0,13369324.0,,,,
2786,2014-01-31,search,firefox,25243505.0,26974342.0,,,,
2787,2014-01-31,yandex,firefox,15203941.0,16276393.0,,,,
2788,2014-02-01,search,firefox,20725261.0,26205255.0,,,,
2789,2014-02-01,yandex,firefox,12150600.0,15808394.0,,,,
2790,2014-02-02,search,firefox,22154840.0,26594132.0,,,,
2791,2014-02-02,yandex,firefox,13026937.0,16114695.0,,,,
2792,2014-02-03,search,firefox,26233073.0,26204810.0,,,,
2793,2014-02-03,yandex,firefox,15887240.0,15870078.0,,,,
2794,2014-02-04,search,firefox,25731000.0,25243505.0,,,,
2795,2014-02-04,yandex,firefox,15546031.0,15203941.0,,,,
2796,2014-02-05,search,firefox,25317734.0,20725261.0,,,,
2797,2014-02-05,yandex,firefox,15240322.0,12150600.0,,,,
2798,2014-02-06,search,firefox,24983656.0,22154840.0,,,,
2799,2014-02-06,yandex,firefox,15040535.0,13026937.0,,,,
2800,2014-02-07,search,firefox,24142150.0,26233073.0,,,,
2801,2014-02-07,yandex,firefox,14473370.0,15887240.0,,,,
2802,2014-02-08,search,firefox,20864368.0,25731000.0,,,,
2803,2014-02-08,yandex,firefox,12152191.0,15546031.0,,,,
2804,2014-02-09,search,firefox,22112323.0,25317734.0,,,,
2805,2014-02-09,yandex,firefox,12959116.0,15240322.0,,,,
2806,2014-02-10,search,firefox,26587021.0,24983656.0,,,,
2807,2014-02-10,yandex,firefox,16047967.0,15040535.0,,,,
2808,2014-02-11,search,firefox,25501044.0,24142150.0,,,,
2809,2014-02-11,yandex,firefox,15349407.0,14473370.0,,,,
2810,2014-02-12,search,firefox,25173316.0,20864368.0,,,,
2811,2014-02-12,yandex,firefox,15068175.0,12152191.0,,,,
2812,2014-02-13,search,firefox,25448896.0,22112323.0,,,,
2813,2014-02-13,yandex,firefox,15439321.0,12959116.0,,,,
2814,2014-02-14,search,firefox,24599669.0,26587021.0,,,,
2815,2014-02-14,yandex,firefox,15016339.0,16047967.0,,,,
2816,2014-02-15,search,firefox,20652332.0,25501044.0,,,,
2817,2014-02-15,yandex,firefox,12306490.0,15349407.0,,,,
2818,2014-02-16,search,firefox,22502839.0,25173316.0,,,,
2819,2014-02-16,yandex,firefox,13428631.0,15068175.0,,,,
2820,2014-02-17,search,firefox,26337447.0,25448896.0,,,,
2821,2014-02-17,yandex,firefox,16097209.0,15439321.0,,,,
2822,2014-02-18,search,firefox,25814442.0,24599669.0,,,,
2823,2014-02-18,yandex,firefox,15833232.0,15016339.0,,,,
2824,2014-02-19,search,firefox,25108230.0,20652332.0,,,,
2825,2014-02-19,yandex,firefox,15229311.0,12306490.0,,,,
2826,2014-02-20,search,firefox,24578386.0,22502839.0,,,,
2827,2014-02-20,yandex,firefox,14975189.0,13428631.0,,,,
2828,2014-02-21,search,firefox,23454578.0,26337447.0,,,,
2829,2014-02-21,yandex,firefox,14295665.0,16097209.0,,,,
2830,2014-02-22,search,firefox,20406260.0,25814442.0,,,,
2831,2014-02-22,yandex,firefox,12208162.0,15833232.0,,,,
2832,2014-02-23,search,firefox,22305954.0,25108230.0,,,,
2833,2014-02-23,yandex,firefox,13356052.0,15229311.0,,,,
2834,2014-02-24,search,firefox,25949719.0,24578386.0,,,,
2835,2014-02-24,yandex,firefox,15929998.0,14975189.0,,,,
2836,2014-02-25,search,firefox,25216325.0,23454578.0,,,,
2837,2014-02-25,yandex,firefox,15477395.0,14295665.0,,,,
2838,2014-02-26,search,firefox,24807374.0,20406260.0,,,,
2839,2014-02-26,yandex,firefox,15121607.0,12208162.0,,,,
2840,2014-02-27,search,firefox,24638095.0,22305954.0,,,,
2841,2014-02-27,yandex,firefox,15084523.0,13356052.0,,,,
2842,2014-02-28,search,firefox,23364625.0,25949719.0,,,,
2843,2014-02-28,yandex,firefox,14241726.0,15929998.0,,,,
2844,2014-03-01,search,firefox,19652508.0,25216325.0,,,,
2845,2014-03-01,yandex,firefox,11730242.0,15477395.0,,,,
2846,2014-03-02,search,firefox,22454573.0,24807374.0,,,,
2847,2014-03-02,yandex,firefox,13635091.0,15121607.0,,,,
2848,2014-03-03,search,firefox,25873309.0,24638095.0,,,,
2849,2014-03-03,yandex,firefox,15921006.0,15084523.0,,,,
2850,2014-03-04,search,firefox,25176964.0,23364625.0,,,,
2851,2014-03-04,yandex,firefox,15447529.0,14241726.0,,,,
2852,2014-03-05,search,firefox,24421301.0,19652508.0,,,,
2853,2014-03-05,yandex,firefox,15011163.0,11730242.0,,,,
2854,2014-03-06,search,firefox,23819050.0,22454573.0,,,,
2855,2014-03-06,yandex,firefox,14608763.0,13635091.0,,,,
2856,2014-03-07,search,firefox,21485907.0,25873309.0,,,,
2857,2014-03-07,yandex,firefox,13006624.0,15921006.0,,,,
2858,2014-03-08,search,firefox,19251366.0,25176964.0,,,,
2859,2014-03-08,yandex,firefox,11566570.0,15447529.0,,,,
2860,2014-03-09,search,firefox,19860674.0,24421301.0,,,,
2861,2014-03-09,yandex,firefox,11897784.0,15011163.0,,,,
2862,2014-03-10,search,firefox,21352717.0,23819050.0,,,,
2863,2014-03-10,yandex,firefox,12945510.0,14608763.0,,,,
2864,2014-03-11,search,firefox,24913515.0,21485907.0,,,,
2865,2014-03-11,yandex,firefox,15452053.0,13006624.0,,,,
2866,2014-03-12,search,firefox,24600029.0,19251366.0,,,,
2867,2014-03-12,yandex,firefox,15247724.0,11566570.0,,,,
2868,2014-03-13,search,firefox,24188758.0,19860674.0,,,,
2869,2014-03-13,yandex,firefox,15030933.0,11897784.0,,,,
2870,2014-03-14,search,firefox,23241984.0,21352717.0,,,,
2871,2014-03-14,yandex,firefox,14346715.0,12945510.0,,,,
2872,2014-03-15,search,firefox,19733689.0,24913515.0,,,,
2873,2014-03-15,yandex,firefox,11994398.0,15452053.0,,,,
2874,2014-03-16,search,firefox,21848249.0,24600029.0,,,,
2875,2014-03-16,yandex,firefox,13269537.0,15247724.0,,,,
2876,2014-03-17,search,firefox,25990362.0,24188758.0,,,,
2877,2014-03-17,yandex,firefox,16149060.0,15030933.0,,,,
2878,2014-03-18,search,firefox,25241051.0,23241984.0,,,,
2879,2014-03-18,yandex,firefox,15596635.0,14346715.0,,,,
2880,2014-03-19,search,firefox,24733620.0,19733689.0,,,,
2881,2014-03-19,yandex,firefox,15331913.0,11994398.0,,,,
2882,2014-03-20,search,firefox,24596424.0,21848249.0,,,,
2883,2014-03-20,yandex,firefox,15323155.0,13269537.0,,,,
2884,2014-03-21,search,firefox,22821205.0,25990362.0,,,,
2885,2014-03-21,yandex,firefox,14133354.0,16149060.0,,,,
2886,2014-03-22,search,firefox,18612470.0,25241051.0,,,,
2887,2014-03-22,yandex,firefox,11277509.0,15596635.0,,,,
2888,2014-03-23,search,firefox,19403539.0,24733620.0,,,,
2889,2014-03-23,yandex,firefox,11688403.0,15331913.0,,,,
2890,2014-03-24,search,firefox,23975180.0,24596424.0,,,,
2891,2014-03-24,yandex,firefox,14795386.0,15323155.0,,,,
2892,2014-03-25,search,firefox,23216075.0,22821205.0,,,,
2893,2014-03-25,yandex,firefox,14235968.0,14133354.0,,,,
2894,2014-03-26,search,firefox,23512783.0,18612470.0,,,,
2895,2014-03-26,yandex,firefox,14467185.0,11277509.0,,,,
2896,2014-03-27,search,firefox,23414646.0,19403539.0,,,,
2897,2014-03-27,yandex,firefox,14400753.0,11688403.0,,,,
2898,2014-03-28,search,firefox,22627476.0,23975180.0,,,,
2899,2014-03-28,yandex,firefox,13893718.0,14795386.0,,,,
2900,2014-03-29,search,firefox,18930135.0,23216075.0,,,,
2901,2014-03-29,yandex,firefox,11527416.0,14235968.0,,,,
2902,2014-03-30,search,firefox,19918074.0,23512783.0,,,,
2903,2014-03-30,yandex,firefox,12085506.0,14467185.0,,,,
2904,2014-03-31,search,firefox,24314242.0,23414646.0,,,,
2905,2014-03-31,yandex,firefox,15145692.0,14400753.0,,,,
2906,2014-04-01,search,firefox,22528362.0,22627476.0,,,,
2907,2014-04-01,yandex,firefox,13989462.0,13893718.0,,,,
2908,2014-04-02,search,firefox,22145355.0,18930135.0,,,,
2909,2014-04-02,yandex,firefox,13807802.0,11527416.0,,,,
2910,2014-04-03,search,firefox,21973293.0,19918074.0,,,,
2911,2014-04-03,yandex,firefox,13759845.0,12085506.0,,,,
2912,2014-04-04,search,firefox,21302294.0,24314242.0,,,,
2913,2014-04-04,yandex,firefox,13307664.0,15145692.0,,,,
2914,2014-04-05,search,firefox,17526583.0,22528362.0,,,,
2915,2014-04-05,yandex,firefox,10724835.0,13989462.0,,,,
2916,2014-04-06,search,firefox,19697933.0,22145355.0,,,,
2917,2014-04-06,yandex,firefox,11936283.0,13807802.0,,,,
2918,2014-04-07,search,firefox,24680383.0,21973293.0,,,,
2919,2014-04-07,yandex,firefox,15302978.0,13759845.0,,,,
2920,2014-04-08,search,firefox,23727154.0,21302294.0,,,,
2921,2014-04-08,yandex,firefox,14605695.0,13307664.0,,,,
2922,2014-04-09,search,firefox,23394648.0,17526583.0,,,,
2923,2014-04-09,yandex,firefox,14527579.0,10724835.0,,,,
2924,2014-04-10,search,firefox,23152258.0,19697933.0,,,,
2925,2014-04-10,yandex,firefox,14305102.0,11936283.0,,,,
2926,2014-04-11,search,firefox,22265967.0,24680383.0,,,,
2927,2014-04-11,yandex,firefox,13703411.0,15302978.0,,,,
2928,2014-04-12,search,firefox,17698070.0,23727154.0,,,,
2929,2014-04-12,yandex,firefox,10650060.0,14605695.0,,,,
2930,2014-04-13,search,firefox,19877467.0,23394648.0,,,,
2931,2014-04-13,yandex,firefox,12015135.0,14527579.0,,,,
2932,2014-04-14,search,firefox,23900172.0,23152258.0,,,,
2933,2014-04-14,yandex,firefox,14857445.0,14305102.0,,,,
2934,2014-04-15,search,firefox,23176778.0,22265967.0,,,,
2935,2014-04-15,yandex,firefox,14387573.0,13703411.0,,,,
2936,2014-04-16,search,firefox,22256888.0,17698070.0,,,,
2937,2014-04-16,yandex,firefox,13734768.0,10650060.0,,,,
2938,2014-04-17,search,firefox,21186778.0,19877467.0,,,,
2939,2014-04-17,yandex,firefox,13065569.0,12015135.0,,,,
2940,2014-04-18,search,firefox,20576109.0,23900172.0,,,,
2941,2014-04-18,yandex,firefox,12546607.0,14857445.0,,,,
2942,2014-04-19,search,firefox,14993461.0,23176778.0,,,,
2943,2014-04-19,yandex,firefox,8977048.0,14387573.0,,,,
2944,2014-04-20,search,firefox,15801080.0,22256888.0,,,,
2945,2014-04-20,yandex,firefox,9597648.0,13734768.0,,,,
2946,2014-04-21,search,firefox,20998910.0,21186778.0,,,,
2947,2014-04-21,yandex,firefox,13154450.0,13065569.0,,,,
2948,2014-04-22,search,firefox,21336538.0,20576109.0,,,,
2949,2014-04-22,yandex,firefox,13238357.0,12546607.0,,,,
2950,2014-04-23,search,firefox,21081710.0,14993461.0,,,,
2951,2014-04-23,yandex,firefox,13147158.0,8977048.0,,,,
2952,2014-04-24,search,firefox,20676493.0,15801080.0,,,,
2953,2014-04-24,yandex,firefox,12953071.0,9597648.0,,,,
2954,2014-04-25,search,firefox,19588893.0,20998910.0,,,,
2955,2014-04-25,yandex,firefox,12152289.0,13154450.0,,,,
2956,2014-04-26,search,firefox,15454659.0,21336538.0,,,,
2957,2014-04-26,yandex,firefox,9378914.0,13238357.0,,,,
2958,2014-04-27,search,firefox,16316119.0,21081710.0,,,,
2959,2014-04-27,yandex,firefox,9836930.0,13147158.0,,,,
2960,2014-04-28,search,firefox,20921371.0,20676493.0,,,,
2961,2014-04-28,yandex,firefox,12924620.0,12953071.0,,,,
2962,2014-04-29,search,firefox,19883318.0,19588893.0,,,,
2963,2014-04-29,yandex,firefox,12238379.0,12152289.0,,,,
2964,2014-04-30,search,firefox,18597523.0,15454659.0,,,,
2965,2014-04-30,yandex,firefox,11405758.0,9378914.0,,,,
2966,2014-05-01,search,firefox,13956893.0,16316119.0,,,,
2967,2014-05-01,yandex,firefox,8207994.0,9836930.0,,,,
2968,2014-05-02,search,firefox,14417833.0,20921371.0,,,,
2969,2014-05-02,yandex,firefox,8531954.0,12924620.0,,,,
2970,2014-05-03,search,firefox,15034807.0,19883318.0,,,,
2971,2014-05-03,yandex,firefox,8953669.0,12238379.0,,,,
2972,2014-05-04,search,firefox,16873443.0,18597523.0,,,,
2973,2014-05-04,yandex,firefox,10074769.0,11405758.0,,,,
2974,2014-05-05,search,firefox,21580716.0,13956893.0,,,,
2975,2014-05-05,yandex,firefox,13396724.0,8207994.0,,,,
2976,2014-05-06,search,firefox,21193873.0,14417833.0,,,,
2977,2014-05-06,yandex,firefox,13162896.0,8531954.0,,,,
2978,2014-05-07,search,firefox,20292546.0,15034807.0,,,,
2979,2014-05-07,yandex,firefox,12600129.0,8953669.0,,,,
2980,2014-05-08,search,firefox,18273717.0,16873443.0,,,,
2981,2014-05-08,yandex,firefox,11159494.0,10074769.0,,,,
2982,2014-05-09,search,firefox,13461012.0,21580716.0,,,,
2983,2014-05-09,yandex,firefox,7902899.0,13396724.0,,,,
2984,2014-05-10,search,firefox,14487542.0,21193873.0,,,,
2985,2014-05-10,yandex,firefox,8576282.0,13162896.0,,,,
2986,2014-05-11,search,firefox,16810730.0,20292546.0,,,,
2987,2014-05-11,yandex,firefox,10106580.0,12600129.0,,,,
2988,2014-05-12,search,firefox,20755788.0,18273717.0,,,,
2989,2014-05-12,yandex,firefox,12709018.0,11159494.0,,,,
2990,2014-05-13,search,firefox,20208671.0,13461012.0,,,,
2991,2014-05-13,yandex,firefox,12427418.0,7902899.0,,,,
2992,2014-05-14,search,firefox,19619762.0,14487542.0,,,,
2993,2014-05-14,yandex,firefox,12053435.0,8576282.0,,,,
2994,2014-05-15,search,firefox,19392985.0,16810730.0,,,,
2995,2014-05-15,yandex,firefox,11811350.0,10106580.0,,,,
2996,2014-05-16,search,firefox,17836359.0,20755788.0,,,,
2997,2014-05-16,yandex,firefox,10810656.0,12709018.0,,,,
2998,2014-05-17,search,firefox,13654062.0,20208671.0,,,,
2999,2014-05-17,yandex,firefox,8051993.0,12427418.0,,,,
3000,2014-05-18,search,firefox,15232027.0,19619762.0,,,,
3001,2014-05-18,yandex,firefox,9041043.0,12053435.0,,,,
3002,2014-05-19,search,firefox,20201968.0,19392985.0,,,,
3003,2014-05-19,yandex,firefox,12416318.0,11811350.0,,,,
3004,2014-05-20,search,firefox,19526863.0,17836359.0,,,,
3005,2014-05-20,yandex,firefox,11994035.0,10810656.0,,,,
3006,2014-05-21,search,firefox,18968960.0,13654062.0,,,,
3007,2014-05-21,yandex,firefox,11618075.0,8051993.0,,,,
3008,2014-05-22,search,firefox,18874313.0,15232027.0,,,,
3009,2014-05-22,yandex,firefox,11521917.0,9041043.0,,,,
3010,2014-05-23,search,firefox,17678297.0,20201968.0,,,,
3011,2014-05-23,yandex,firefox,10848514.0,12416318.0,,,,
3012,2014-05-24,search,firefox,13259681.0,19526863.0,,,,
3013,2014-05-24,yandex,firefox,7858271.0,11994035.0,,,,
3014,2014-05-25,search,firefox,14864121.0,18968960.0,,,,
3015,2014-05-25,yandex,firefox,8908528.0,11618075.0,,,,
3016,2014-05-26,search,firefox,20211884.0,18874313.0,,,,
3017,2014-05-26,yandex,firefox,12455239.0,11521917.0,,,,
3018,2014-05-27,search,firefox,20111149.0,17678297.0,,,,
3019,2014-05-27,yandex,firefox,12304543.0,10848514.0,,,,
3020,2014-05-28,search,firefox,19880216.0,13259681.0,,,,
3021,2014-05-28,yandex,firefox,12191735.0,7858271.0,,,,
3022,2014-05-29,search,firefox,19969239.0,14864121.0,,,,
3023,2014-05-29,yandex,firefox,12213121.0,8908528.0,,,,
3024,2014-05-30,search,firefox,18312400.0,20211884.0,,,,
3025,2014-05-30,yandex,firefox,11133165.0,12455239.0,,,,
3026,2014-05-31,search,firefox,14305401.0,20111149.0,,,,
3027,2014-05-31,yandex,firefox,8415561.0,12304543.0,,,,
3028,2014-06-01,search,firefox,14786627.0,19880216.0,,,,
3029,2014-06-01,yandex,firefox,8616037.0,12191735.0,,,,
3030,2014-06-02,search,firefox,19458836.0,19969239.0,,,,
3031,2014-06-02,yandex,firefox,11781684.0,12213121.0,,,,
3032,2014-06-03,search,firefox,18919257.0,18312400.0,,,,
3033,2014-06-03,yandex,firefox,11524542.0,11133165.0,,,,
3034,2014-06-04,search,firefox,18408609.0,14305401.0,,,,
3035,2014-06-04,yandex,firefox,11072835.0,8415561.0,,,,
3036,2014-06-05,search,firefox,17772151.0,14786627.0,,,,
3037,2014-06-05,yandex,firefox,10567539.0,8616037.0,,,,
3038,2014-06-06,search,firefox,16722432.0,19458836.0,,,,
3039,2014-06-06,yandex,firefox,9949537.0,11781684.0,,,,
3040,2014-06-07,search,firefox,12455811.0,18919257.0,,,,
3041,2014-06-07,yandex,firefox,7205991.0,11524542.0,,,,
3042,2014-06-08,search,firefox,13796530.0,18408609.0,,,,
3043,2014-06-08,yandex,firefox,8030286.0,11072835.0,,,,
3044,2014-06-09,search,firefox,18649610.0,17772151.0,,,,
3045,2014-06-09,yandex,firefox,11311056.0,10567539.0,,,,
3046,2014-06-10,search,firefox,18479480.0,16722432.0,,,,
3047,2014-06-10,yandex,firefox,11026774.0,9949537.0,,,,
3048,2014-06-11,search,firefox,17569634.0,12455811.0,,,,
3049,2014-06-11,yandex,firefox,10310294.0,7205991.0,,,,
3050,2014-06-12,search,firefox,15118438.0,13796530.0,,,,
3051,2014-06-12,yandex,firefox,8369239.0,8030286.0,,,,
3052,2014-06-13,search,firefox,14881203.0,18649610.0,,,,
3053,2014-06-13,yandex,firefox,8283164.0,11311056.0,,,,
3054,2014-06-14,search,firefox,14111120.0,18479480.0,,,,
3055,2014-06-14,yandex,firefox,8123840.0,11026774.0,,,,
3056,2014-06-15,search,firefox,15738509.0,17569634.0,,,,
3057,2014-06-15,yandex,firefox,9181053.0,10310294.0,,,,
3058,2014-06-16,search,firefox,20430850.0,15118438.0,,,,
3059,2014-06-16,yandex,firefox,12395813.0,8369239.0,,,,
3060,2014-06-17,search,firefox,20599622.0,14881203.0,,,,
3061,2014-06-17,yandex,firefox,12717816.0,8283164.0,,,,
3062,2014-06-18,search,firefox,20397049.0,14111120.0,,,,
3063,2014-06-18,yandex,firefox,12586407.0,8123840.0,,,,
3064,2014-06-19,search,firefox,19974949.0,15738509.0,,,,
3065,2014-06-19,yandex,firefox,12311287.0,9181053.0,,,,
3066,2014-06-20,search,firefox,18416998.0,20430850.0,,,,
3067,2014-06-20,yandex,firefox,11252191.0,12395813.0,,,,
3068,2014-06-21,search,firefox,14463530.0,20599622.0,,,,
3069,2014-06-21,yandex,firefox,8709746.0,12717816.0,,,,
3070,2014-06-22,search,firefox,15486490.0,20397049.0,,,,
3071,2014-06-22,yandex,firefox,9311995.0,12586407.0,,,,
3072,2014-06-23,search,firefox,20334936.0,19974949.0,,,,
3073,2014-06-23,yandex,firefox,12559961.0,12311287.0,,,,
3074,2014-06-24,search,firefox,20099142.0,18416998.0,,,,
3075,2014-06-24,yandex,firefox,12437213.0,11252191.0,,,,
3076,2014-06-25,search,firefox,19792815.0,14463530.0,,,,
3077,2014-06-25,yandex,firefox,12191753.0,8709746.0,,,,
3078,2014-06-26,search,firefox,19609966.0,15486490.0,,,,
3079,2014-06-26,yandex,firefox,11974701.0,9311995.0,,,,
3080,2014-06-27,search,firefox,18666068.0,20334936.0,,,,
3081,2014-06-27,yandex,firefox,11512862.0,12559961.0,,,,
3082,2014-06-28,search,firefox,14114311.0,20099142.0,,,,
3083,2014-06-28,yandex,firefox,8558508.0,12437213.0,,,,
3084,2014-06-29,search,firefox,14902427.0,19792815.0,,,,
3085,2014-06-29,yandex,firefox,8977116.0,12191753.0,,,,
3086,2014-06-30,search,firefox,19390523.0,19609966.0,,,,
3087,2014-06-30,yandex,firefox,12047291.0,11974701.0,,,,
3088,2014-07-01,search,firefox,19118414.0,18666068.0,,,,
3089,2014-07-01,yandex,firefox,11656417.0,11512862.0,,,,
3090,2014-07-02,search,firefox,18832488.0,14114311.0,,,,
3091,2014-07-02,yandex,firefox,11479589.0,8558508.0,,,,
3092,2014-07-03,search,firefox,18426683.0,14902427.0,,,,
3093,2014-07-03,yandex,firefox,11193691.0,8977116.0,,,,
3094,2014-07-04,search,firefox,17695656.0,19390523.0,,,,
3095,2014-07-04,yandex,firefox,10757066.0,12047291.0,,,,
3096,2014-07-05,search,firefox,13289307.0,19118414.0,,,,
3097,2014-07-05,yandex,firefox,7863860.0,11656417.0,,,,
3098,2014-07-06,search,firefox,14314032.0,18832488.0,,,,
3099,2014-07-06,yandex,firefox,8478625.0,11479589.0,,,,
3100,2014-07-07,search,firefox,19728075.0,18426683.0,,,,
3101,2014-07-07,yandex,firefox,12114852.0,11193691.0,,,,
3102,2014-07-08,search,firefox,19406286.0,17695656.0,,,,
3103,2014-07-08,yandex,firefox,11869583.0,10757066.0,,,,
3104,2014-07-09,search,firefox,18857957.0,13289307.0,,,,
